current_date,target_date,issue_hour,pv_mapping_mode,next_day_terminal_soc_kwh,soc_sample_kwh,virtual_next_day_cost_yuan,value_subgradient_yuan_per_kwh,certified_max_gap_yuan,bundle_sample_count,information
2025-12-01,2025-12-02,0,linear_anchor_main,,1200.0,50774.36009390623,-0.4544192997661961,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,2850.385326518956,50025.10148281841,-0.4534706164681456,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,3709.580558841014,49635.588461984175,-0.4525219331700951,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,5876.908642692508,48656.393149484036,-0.45104620359534986,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,7916.746839258588,47737.87599262118,-0.4499921110419604,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,8527.11293175291,47463.43481615123,-0.44777851667984253,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,9724.673525666662,46927.35286168558,-0.44746228891382567,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,10009.430584957698,46799.93481615084,-0.4211205160046231,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,10326.74199953175,46666.308469511256,-0.4211205160046231,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,0,linear_anchor_main,,10800.0,46467.226635376166,-0.4030006650118583,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,6,linear_anchor_main,,1200.0,50774.36009390623,-0.4544192997661961,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,6,linear_anchor_main,,2850.385326518956,50025.10148281841,-0.4534706164681456,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-12-01,2025-12-02,6,linear_anchor_main,,3709.580558841014,49635.588461984175,-0.4525219331700951,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
