current_date,target_date,issue_hour,pv_mapping_mode,next_day_terminal_soc_kwh,soc_sample_kwh,virtual_next_day_cost_yuan,value_subgradient_yuan_per_kwh,certified_max_gap_yuan,bundle_sample_count,information
2025-01-01,2025-01-02,0,linear_anchor_main,,1200.0,46358.998692030844,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,2850.3853265227904,45609.74008094128,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,3709.580558841014,45220.22706010878,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,5876.908642692508,44241.03174760865,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,7916.746839258588,43322.51459074579,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,8527.11293175291,43048.07341427584,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,9674.024803945516,42534.65485276209,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,10009.430584957972,42384.57341427533,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,10300.235865021727,42262.109344678014,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,0,linear_anchor_main,,10800.0,42051.90585635369,-0.4052775049271795,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,1200.0,46358.998692030844,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,2850.3853265227904,45609.74008094128,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,3709.580558841014,45220.22706010878,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,5876.908642692508,44241.03174760865,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,7916.746839258588,43322.51459074579,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,8527.11293175291,43048.07341427584,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,9674.024803945516,42534.65485276209,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,10009.430584957972,42384.57341427533,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,10300.235865021727,42262.109344678014,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,6,linear_anchor_main,,10800.0,42051.90585635369,-0.4052775049271795,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,1200.0,46277.29030063232,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,2850.385326518956,45528.0316895445,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,3709.580558841014,45138.51866871026,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,5876.908642691462,44159.323356210596,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,7916.746839256558,43240.80619934818,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,8527.11293175291,42966.36502287732,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,9674.024803945369,42452.94646136364,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,10009.430584957972,42302.86502287681,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,10300.235865021727,42180.400953279495,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,12,linear_anchor_main,,10800.0,41970.19746495517,-0.4052775049271795,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,1200.0,52985.84086029674,-0.4544192997661961,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,2850.3853265227904,52236.582249207175,-0.4534706164681456,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,3709.580558843171,51847.0692283737,-0.4525219331700951,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,5876.908642692508,50867.87391587454,-0.45104620359534986,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,7916.746839256558,49949.356759012604,-0.4499921110419604,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,8527.112931755786,49674.915582540445,-0.44777851667984253,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,9674.024803945369,49161.49702102805,-0.44746228891382567,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,10009.430584957972,49011.41558254122,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,10300.235865021554,48888.95151294398,-0.4211205160046231,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-01,2025-01-02,18,linear_anchor_main,,10800.0,48678.74802461959,-0.4052775049271795,0.7992968171747634,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,1200.0,47790.2647713374,-0.4544192997661961,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,2850.385326515121,47041.00616025133,-0.4534706164681456,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,3709.580558838857,46651.49313941633,-0.4525219331700951,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,5876.908642691462,45672.29782691569,-0.45104620359534986,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,7916.746839258588,44753.78067005236,-0.4499921110419604,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,8527.11293175291,44479.3394935824,-0.44777851667984253,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,9674.024803945369,43965.92093206872,-0.44746228891382567,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
2025-01-02,2025-01-03,0,linear_anchor_main,,10009.430584957972,43815.839493581894,-0.4211205160046231,0.7992968171674875,10,Q3 linear_anchor_main overlay + causal prior-day load/PV; no future actual PV
